producto_id,familia,categoria,subfamilia_slug,nombre,referencia,precio_eur,gama_marca,grosor_nm,cabos,formato,longitud_m,contenido_cantidad,contenido_unidad,color_nombre,color_codigo,cremallera_maya,cremallera_material,cremallera_tipo,cremallera_largo_cm,ancho_mm,acabado,aguja_sistema,aguja_calibre,soporte,es_pack,unidades_pack,es_outlet,eje_variedad,kits,n_kits,kit_a_marroquineria,kit_b_tapiceria,kit_c_bolsos,kit_d_costura_tecnica,kit_e_bordado,kit_f_acabado,url
2065-R+46918,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN CLARO MARA 11 110 MTS. C/ 0160,R-46918,2.78,MARA,11,,Bobina,110.0,,,Marrón Claro,0160,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2065-R+46918.html
2027-R+46896,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0023,R-46896,2.78,MARA,11,,Bobina,110.0,,,Marrón,0023,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2027-R+46896.html
2049-R+46908,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0124,R-46908,2.78,MARA,11,,Bobina,110.0,,,Marrón,0124,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2049-R+46908.html
2071-R+46928,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0180,R-46928,2.78,MARA,11,,Bobina,110.0,,,Marrón,0180,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2071-R+46928.html
2078-R+46935,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0199,R-46935,2.78,MARA,11,,Bobina,110.0,,,Marrón,0199,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2078-R+46935.html
2085-R+46939,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0230,R-46939,2.78,MARA,11,,Bobina,110.0,,,Marrón,0230,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2085-R+46939.html
2117-R+46957,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0406,R-46957,2.78,MARA,11,,Bobina,110.0,,,Marrón,0406,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2117-R+46957.html
2121-R+46959,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0428,R-46959,2.78,MARA,11,,Bobina,110.0,,,Marrón,0428,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2121-R+46959.html
2123-R+46960,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0439,R-46960,2.78,MARA,11,,Bobina,110.0,,,Marrón,0439,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2123-R+46960.html
2125-R+46961,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0444,R-46961,2.78,MARA,11,,Bobina,110.0,,,Marrón,0444,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2125-R+46961.html
2129-R+46974,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0454,R-46974,2.78,MARA,11,,Bobina,110.0,,,Marrón,0454,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2129-R+46974.html
2133-R+46976,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0480,R-46976,2.78,MARA,11,,Bobina,110.0,,,Marrón,0480,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2133-R+46976.html
2141-R+46980,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0540,R-46980,2.78,MARA,11,,Bobina,110.0,,,Marrón,0540,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2141-R+46980.html
2161-R+46999,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0694,R-46999,2.78,MARA,11,,Bobina,110.0,,,Marrón,0694,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2161-R+46999.html
2183-R+47064,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0815,R-47064,2.78,MARA,11,,Bobina,110.0,,,Marrón,0815,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2183-R+47064.html
2185-R+47065,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0816,R-47065,2.78,MARA,11,,Bobina,110.0,,,Marrón,0816,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2185-R+47065.html
2189-R+47067,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN MARA 11 110 MTS. C/ 0887,R-47067,2.78,MARA,11,,Bobina,110.0,,,Marrón,0887,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2189-R+47067.html
2069-R+46926,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN OSCURO MARA 11 110 MTS. C/ 0175,R-46926,2.78,MARA,11,,Bobina,110.0,,,Marrón Oscuro,0175,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2069-R+46926.html
2153-R+46987,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN OSCURO MARA 11 110 MTS. C/ 0671,R-46987,2.78,MARA,11,,Bobina,110.0,,,Marrón Oscuro,0671,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2153-R+46987.html
2159-R+46990,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN OSCURO MARA 11 110 MTS. C/ 0682,R-46990,2.78,MARA,11,,Bobina,110.0,,,Marrón Oscuro,0682,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2159-R+46990.html
2163-R+47000,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN OSCURO MARA 11 110 MTS. C/ 0696,R-47000,2.78,MARA,11,,Bobina,110.0,,,Marrón Oscuro,0696,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2163-R+47000.html
2165-R+47001,HILOS,Mara 11,mara-11,BOBINA HILO MARRÓN OSCURO MARA 11 110 MTS. C/ 0697,R-47001,2.78,MARA,11,,Bobina,110.0,,,Marrón Oscuro,0697,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2165-R+47001.html
2143-R+46981,HILOS,Mara 11,mara-11,BOBINA HILO MORADO MARA 11 110 MTS. C/ 0575,R-46981,2.78,MARA,11,,Bobina,110.0,,,Morado,0575,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2143-R+46981.html
2181-R+47063,HILOS,Mara 11,mara-11,BOBINA HILO MORADO MARA 11 110 MTS. C/ 0810,R-47063,2.78,MARA,11,,Bobina,110.0,,,Morado,0810,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2181-R+47063.html
2029-R+46897,HILOS,Mara 11,mara-11,BOBINA HILO MORADO OSCURO MARA 11 110 MTS. C/ 0032,R-46897,2.78,MARA,11,,Bobina,110.0,,,Morado Oscuro,0032,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2029-R+46897.html
2051-R+46909,HILOS,Mara 11,mara-11,BOBINA HILO MORADO OSCURO MARA 11 110 MTS. C/ 0130,R-46909,2.78,MARA,11,,Bobina,110.0,,,Morado Oscuro,0130,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2051-R+46909.html
2061-R+46914,HILOS,Mara 11,mara-11,BOBINA HILO NARANJA MARA 11 110 MTS. C/ 0155,R-46914,2.78,MARA,11,,Bobina,110.0,,,Naranja,0155,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2061-R+46914.html
2075-R+46932,HILOS,Mara 11,mara-11,BOBINA HILO NARANJA MARA 11 110 MTS. C/ 0188,R-46932,2.78,MARA,11,,Bobina,110.0,,,Naranja,0188,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2075-R+46932.html
729-R+43706,HILOS,Mara 11,mara-11,BOBINA HILO NEGRO MARA 11 110 MTS. C/ 0000,R-43706,2.78,MARA,11,,Bobina,110.0,,,Negro,0000,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/729-R+43706.html
2083-R+46938,HILOS,Mara 11,mara-11,BOBINA HILO ROJO BURDEOS MARA 11 110 MTS. C/ 0221,R-46938,2.78,MARA,11,,Bobina,110.0,,,Rojo,0221,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2083-R+46938.html
2107-R+46950,HILOS,Mara 11,mara-11,BOBINA HILO ROJO BURDEOS MARA 11 110 MTS. C/ 0368,R-46950,2.78,MARA,11,,Bobina,110.0,,,Rojo,0368,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2107-R+46950.html
2109-R+46951,HILOS,Mara 11,mara-11,BOBINA HILO ROJO BURDEOS MARA 11 110 MTS. C/ 0369,R-46951,2.78,MARA,11,,Bobina,110.0,,,Rojo,0369,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2109-R+46951.html
2035-R+46900,HILOS,Mara 11,mara-11,BOBINA HILO ROJO MARA 11 110 MTS. C/ 0046,R-46900,2.78,MARA,11,,Bobina,110.0,,,Rojo,0046,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2035-R+46900.html
2041-R+46904,HILOS,Mara 11,mara-11,BOBINA HILO ROJO MARA 11 110 MTS. C/ 0082,R-46904,2.78,MARA,11,,Bobina,110.0,,,Rojo,0082,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2041-R+46904.html
2063-R+46915,HILOS,Mara 11,mara-11,BOBINA HILO ROJO MARA 11 110 MTS. C/ 0156,R-46915,2.78,MARA,11,,Bobina,110.0,,,Rojo,0156,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2063-R+46915.html
2111-R+46952,HILOS,Mara 11,mara-11,BOBINA HILO ROSA FUCSIA MARA 11 110 MTS. C/ 0382,R-46952,2.78,MARA,11,,Bobina,110.0,,,Rosa,0382,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2111-R+46952.html
2151-R+46986,HILOS,Mara 11,mara-11,BOBINA HILO ROSA MARA 11 110 MTS. C/ 0659,R-46986,2.78,MARA,11,,Bobina,110.0,,,Rosa,0659,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2151-R+46986.html
2137-R+46978,HILOS,Mara 11,mara-11,BOBINA HILO VERDE KAKI MARA 11 110 MTS. C/ 0528,R-46978,2.78,MARA,11,,Bobina,110.0,,,Verde,0528,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2137-R+46978.html
2155-R+46988,HILOS,Mara 11,mara-11,BOBINA HILO VERDE KAKI MARA 11 110 MTS. C/ 0676,R-46988,2.78,MARA,11,,Bobina,110.0,,,Verde,0676,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2155-R+46988.html
2105-R+46949,HILOS,Mara 11,mara-11,BOBINA HILO VERDE MARA 11 110 MTS. C/ 0340,R-46949,2.78,MARA,11,,Bobina,110.0,,,Verde,0340,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2105-R+46949.html
2113-R+46954,HILOS,Mara 11,mara-11,BOBINA HILO VERDE MARA 11 110 MTS. C/ 0396,R-46954,2.78,MARA,11,,Bobina,110.0,,,Verde,0396,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2113-R+46954.html
2145-R+46983,HILOS,Mara 11,mara-11,BOBINA HILO VERDE MARA 11 110 MTS. C/ 0597,R-46983,2.78,MARA,11,,Bobina,110.0,,,Verde,0597,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2145-R+46983.html
2191-R+47068,HILOS,Mara 11,mara-11,BOBINA HILO VERDE MARA 11 110 MTS. C/ 0919,R-47068,2.78,MARA,11,,Bobina,110.0,,,Verde,0919,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2191-R+47068.html
2193-R+47069,HILOS,Mara 11,mara-11,BOBINA HILO VERDE MARA 11 110 MTS. C/ 0931,R-47069,2.78,MARA,11,,Bobina,110.0,,,Verde,0931,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2193-R+47069.html
2157-R+46989,HILOS,Mara 11,mara-11,BOBINA HILO VERDE OSCURO MARA 11 110 MTS. C/ 0678,R-46989,2.78,MARA,11,,Bobina,110.0,,,Verde Oscuro,0678,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2157-R+46989.html
2171-R+47041,HILOS,Mara 11,mara-11,BOBINA HILO VERDE OSCURO MARA 11 110 MTS. C/ 0707,R-47041,2.78,MARA,11,,Bobina,110.0,,,Verde Oscuro,0707,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2171-R+47041.html
2115-R+46955,HILOS,Mara 11,mara-11,CAJAS HILO VERDE MARA 11 110 MTS. C/ 0401,R-46955,2.78,MARA,11,,Por metros,110.0,,,Verde,0401,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2115-R+46955.html
2011-R+28978,HILOS,Mara 11,mara-11,CONO HILO AMARILLO DORADO MARA 11 1130 MTS. C/ 0968,R-28978,27.05,MARA,11,,Cono,1130.0,,,Amarillo,0968,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2011-R+28978.html
1985-R+44107,HILOS,Mara 11,mara-11,CONO HILO AMARILLO MARA 11 1130 MTS. C/ 0106,R-44107,27.05,MARA,11,,Cono,1130.0,,,Amarillo,0106,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1985-R+44107.html
1984-R+21297,HILOS,Mara 11,mara-11,CONO HILO AZUL MARINO MARA 11 1130 MTS. C/ 0011,R-21297,27.05,MARA,11,,Cono,1130.0,,,Azul Marino,0011,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1984-R+21297.html
1992-R+7580,HILOS,Mara 11,mara-11,CONO HILO BEIG CLARO MARA 11 1130 MTS. C/ 0414,R-7580,27.05,MARA,11,,Cono,1130.0,,,Beige Claro,0414,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1992-R+7580.html
1986-R+4114,HILOS,Mara 11,mara-11,CONO HILO BEIG MARA 11 1130 MTS. C/ 0186,R-4114,27.05,MARA,11,,Cono,1130.0,,,Beige,0186,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1986-R+4114.html
1997-R+7206,HILOS,Mara 11,mara-11,CONO HILO BEIG MARA 11 1130 MTS. C/ 0464,R-7206,27.05,MARA,11,,Cono,1130.0,,,Beige,0464,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1997-R+7206.html
2008-R+17546,HILOS,Mara 11,mara-11,CONO HILO BEIG MARA 11 1130 MTS. C/ 0868,R-17546,27.05,MARA,11,,Cono,1130.0,,,Beige,0868,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2008-R+17546.html
2004-R+9145,HILOS,Mara 11,mara-11,CONO HILO BEIG MARA 11/3 1130 MTS. C/ 0722,R-9145,27.05,MARA,11,3,Cono,1130.0,,,Beige,0722,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2004-R+9145.html
2006-R+4671,HILOS,Mara 11,mara-11,CONO HILO BLANCO MARA 11 1130 MTS. C/ 0800,R-4671,23.4,MARA,11,,Cono,1130.0,,,Blanco,0800,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2006-R+4671.html
2003-R+11149,HILOS,Mara 11,mara-11,CONO HILO GRIS MARA 11 1130 MTS. C/ 0701,R-11149,27.05,MARA,11,,Cono,1130.0,,,Gris,0701,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2003-R+11149.html
2005-R+17165,HILOS,Mara 11,mara-11,CONO HILO GRIS MARA 11 1130 MTS. C/ 0727,R-17165,27.05,MARA,11,,Cono,1130.0,,,Gris,0727,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2005-R+17165.html
1999-R+27726,HILOS,Mara 11,mara-11,CONO HILO GRIS MARA 11/1130 MTS. C/ 0669,R-27726,27.05,MARA,11,,Cono,1130.0,,,Gris,0669,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1999-R+27726.html
1994-R+45406,HILOS,Mara 11,mara-11,CONO HILO MARRÓN CAOBA MARA 11 1130 MTS. C/ 0448,R-45406,27.05,MARA,11,,Cono,1130.0,,,Marrón Caoba,0448,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1994-R+45406.html
1998-R+14015,HILOS,Mara 11,mara-11,CONO HILO MARRÓN CAOBA MARA 11 1130 MTS. C/ 0650,R-14015,27.05,MARA,11,,Cono,1130.0,,,Marrón Caoba,0650,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1998-R+14015.html
1988-R+16934,HILOS,Mara 11,mara-11,CONO HILO MARRÓN CLARO MARA 11 1130 MTS. C/ 0139,R-16934,27.05,MARA,11,,Cono,1130.0,,,Marrón Claro,0139,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1988-R+16934.html
1989-R+13986,HILOS,Mara 11,mara-11,CONO HILO MARRÓN MARA 11 1130 MTS. C/ 0180,R-13986,27.05,MARA,11,,Cono,1130.0,,,Marrón,0180,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1989-R+13986.html
1991-R+23826,HILOS,Mara 11,mara-11,CONO HILO MARRÓN MARA 11 1130 MTS. C/ 0406,R-23826,27.05,MARA,11,,Cono,1130.0,,,Marrón,0406,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1991-R+23826.html
1993-R+5110,HILOS,Mara 11,mara-11,CONO HILO MARRÓN MARA 11 1130 MTS. C/ 0444,R-5110,27.05,MARA,11,,Cono,1130.0,,,Marrón,0444,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1993-R+5110.html
1995-R+22577,HILOS,Mara 11,mara-11,CONO HILO MARRÓN MARA 11 1130 MTS. C/ 0450,R-22577,27.05,MARA,11,,Cono,1130.0,,,Marrón,0450,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1995-R+22577.html
1996-R+46851,HILOS,Mara 11,mara-11,CONO HILO MARRÓN MARA 11 1130 MTS. C/ 0454,R-46851,27.05,MARA,11,,Cono,1130.0,,,Marrón,0454,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1996-R+46851.html
2000-R+1261,HILOS,Mara 11,mara-11,CONO HILO MARRÓN MARA 11 1130 MTS. C/ 0694,R-1261,27.05,MARA,11,,Cono,1130.0,,,Marrón,0694,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2000-R+1261.html
2007-R+42823,HILOS,Mara 11,mara-11,CONO HILO MARRÓN MARA 11 1130 MTS. C/ 0816,R-42823,27.05,MARA,11,,Cono,1130.0,,,Marrón,0816,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2007-R+42823.html
2001-R+5058,HILOS,Mara 11,mara-11,CONO HILO MARRÓN OSCURO MARA 11 1130 MTS. C/ 0696,R-5058,27.05,MARA,11,,Cono,1130.0,,,Marrón Oscuro,0696,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2001-R+5058.html
2002-R+22445,HILOS,Mara 11,mara-11,CONO HILO MARRÓN OSCURO MARA 11 1130 MTS. C/ 0697,R-22445,27.05,MARA,11,,Cono,1130.0,,,Marrón Oscuro,0697,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2002-R+22445.html
1982-R+5059,HILOS,Mara 11,mara-11,CONO HILO NEGRO MARA 11 1130 MTS. C/ 0000,R-5059,27.05,MARA,11,,Cono,1130.0,,,Negro,0000,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1982-R+5059.html
1987-R+10695,HILOS,Mara 11,mara-11,CONO HILO ROJO MARA 11 1130 MTS. C/ 0046,R-10695,27.05,MARA,11,,Cono,1130.0,,,Rojo,0046,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1987-R+10695.html
1990-R+44108,HILOS,Mara 11,mara-11,CONO HILO VERDE MARA 11 1130 MTS. C/ 0396,R-44108,27.05,MARA,11,,Cono,1130.0,,,Verde,0396,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/1990-R+44108.html
2009-R+8990,HILOS,Mara 11,mara-11,CONO HILO VERDE MARA 11 1130 MTS. C/ 0919,R-8990,27.05,MARA,11,,Cono,1130.0,,,Verde,0919,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2009-R+8990.html
2010-R+20323,HILOS,Mara 11,mara-11,CONO HILO VERDE MARA 11 1130 MTS. C/ 0931,R-20323,27.05,MARA,11,,Cono,1130.0,,,Verde,0931,,,,,,,,,,false,,false,Grosor + Formato + Color,B,1,false,true,false,false,false,false,https://canodiy.es/mara-11/2010-R+20323.html
6728-R+47423+F5N8Z,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO CLARO MARA 120 1000 MTS. C/ 0325,R-47423-F5N8Z,2.32,MARA,120,,Bobina,1000.0,,,Amarillo Claro,0325,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/6728-R+47423+F5N8Z.html
3177-R+47423+JIRQE,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO CLARO MARA 120 1000 MTS. C/ 0610,R-47423-JIRQE,2.32,MARA,120,,Bobina,1000.0,,,Amarillo Claro,0610,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/3177-R+47423+JIRQE.html
7402-R+47423+TVLLV,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO CLARO MARA 120 1000 MTS. C/ 3897,R-47423-TVLLV,2.32,MARA,120,,Bobina,1000.0,,,Amarillo Claro,3897,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/7402-R+47423+TVLLV.html
5621-R+47423+8ZYX7,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO DORADO MARA 120 1000 MTS. C/ 0893,R-47423-8ZYX7,2.32,MARA,120,,Bobina,1000.0,,,Amarillo,0893,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/5621-R+47423+8ZYX7.html
3367-R+47423+TGIIP,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO DORADO MARA 120 1000 MTS. C/ 0968,R-47423-TGIIP,2.32,MARA,120,,Bobina,1000.0,,,Amarillo,0968,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/3367-R+47423+TGIIP.html
7406-R+47423+T8FQL,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO DORADO MARA 120 1000 MTS. C/ 8363,R-47423-T8FQL,2.32,MARA,120,,Bobina,1000.0,,,Amarillo,8363,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/7406-R+47423+T8FQL.html
7047-R+47423+ETTYG,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO FLÚOR MARA 120 1000 MTS. C/ 3835,R-47423-ETTYG,2.32,MARA,120,,Bobina,1000.0,,,Amarillo Flúor,3835,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/7047-R+47423+ETTYG.html
5236-R+47423+YASCH-9999999023125,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO MARA 120 1000 MTS. C/ 0007,R-47423-YASCH,2.32,MARA,120,,Bobina,1000.0,,,Amarillo,0007,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/5236-R+47423+YASCH-9999999023125.html
4942-R+47423+3VUL0,HILOS,Mara 120,mara-120,BOBINA HILO AMARILLO MARA 120 1000 MTS. C/ 0106,R-47423-3VUL0,2.32,MARA,120,,Bobina,1000.0,,,Amarillo,0106,,,,,,,,,,false,,false,Grosor + Formato + Color,,0,false,false,false,false,false,false,https://canodiy.es/mara-120/4942-R+47423+3VUL0.html
